,text,label,category,original_text,target
1521,adjutant gen  of #puertorico and other dignitaries survey damage caused by #hurricanemaria  the convoy joined the ongoing rescue efforts,infrastructure_and_utility_damage,noneq_nonnum,Adjutant Gen. of #PuertoRico &amp; other dignitaries survey damage caused by #HurricaneMaria. The convoy joined the ongoing rescue efforts.,0
1522,pictures show the aftermath of an earthquake that rocked ecuador  killing hundreds,injured_or_dead_people,eq_num,"RT @NatGeoPhotos: Pictures show the aftermath of an earthquake that rocked Ecuador, killing hundreds.  /",1
1523,man missing after 1 000 year flood ravages ellicott city for 2nd time in two yearsat what point will the us acknowledge the climate is changed,missing_or_found_people,noneq_nonnum,"Man missing after 1,000-year flood ravages Ellicott City for 2nd time in two yearsat what point will the US acknowledge the climate is changed?",0
1524,hurricane #irma kills at least 8 as florida awaits storm  were tracking the path of the cat  5 storm on #kprc2  gt,injured_or_dead_people,noneq_num,Hurricane #Irma kills at least 8 as Florida awaits storm. We’re tracking the path of the Cat. 5 storm on #KPRC2 &gt;,0
1525,strangers throw a birthday party  complete with a cake   for a boy displaced by #harvey,displaced_people_and_evacuations,noneq_nonnum,Strangers throw a birthday party (complete with a cake!) for a boy displaced by #Harvey.,0
1526,#3novices   aftershocks rattle new zealand after powerful quake kills two a strong new earthquake with a magnitude,injured_or_dead_people,eq_num,#3Novices : Aftershocks rattle New Zealand after powerful quake kills two  A strong new earthquake with a magnitude,1
1527,at least 2 dead in new zealand earthquake  prime minister debris from buildings on a side,injured_or_dead_people,eq_num,At Least 2 Dead In New Zealand Earthquake: Prime Minister Debris from buildings on a side,1
1528,no matter how small the donation every bit counts  and  from #theignition talk about the importance of making a donation to help the victims of #cycloneidai,rescue_volunteering_or_donation_effort,noneq_nonnum,No matter how small the donation every bit counts” @TeeKayZim and @MarcPoz from #TheIgnition talk about the importance of making a donation to help the victims of #CycloneIdai.,0
1529,photos of the wildfires raging in greece  which have killed at least 50 people,injured_or_dead_people,noneq_num,"RT @Newsweek: Photos of the wildfires raging in Greece, which have killed at least 50 people",0
1530,president of #ecuador tweets death toll from #earthquake is now 233,injured_or_dead_people,eq_num,President of #Ecuador tweets death toll from #earthquake is now 233,1
1531,report  damage from recent usa wildfires   hurricanes  at least $ 300 billion  #costs of #climatechange  here and now,infrastructure_and_utility_damage,noneq_nonnum,"RT @EKOenergy_: Report: damage from recent USA wildfires + hurricanes: at least $ 300 billion. #Costs of #Climatechange, here &amp; now",0
1532,its so heartbreaking  thoughts with those families who have lost someone  please  pray for our country #prayforitaly http,sympathy_and_support,eq_nonnum,"RT @njhoraneyesx: its so heartbreaking, thoughts with those families who have lost someone. please, pray for our country #PrayForItaly http",0
1533,puerto rico tipoff moved to myrtle beach  s c   due to the damage caused by hurricane maria,infrastructure_and_utility_damage,noneq_nonnum,"RT @_Brian_Hamilton: Puerto Rico Tipoff moved to Myrtle Beach, S.C., due to the damage caused by Hurricane Maria.",0
1534,tonight on nightline  were with a texas family with a baby on the way  fleeing their home under mandatory evacuation  #harvey #harveyflood,displaced_people_and_evacuations,noneq_nonnum,"Tonight on Nightline, we’re with a Texas family with a baby on the way, fleeing their home under mandatory evacuation. #Harvey #HarveyFlood",0
1535,#ecuador donations #ecuadorearthquake   #mmm2016 #assange,rescue_volunteering_or_donation_effort,eq_nonnum,@wikileaks @cruzrojaecuador #Ecuador Donations →  #EcuadorEarthquake @YourAnonNews @AnonymousNewsHQ #MMM2016 #Assange,0
1536,civil defence have just confirmed two people are dead in canterbury following #eqnz  #watch  live here,injured_or_dead_people,eq_num,RT @PaulHenryShow: Civil Defence have just confirmed two people are dead in Canterbury following #eqnz. #Watch @Newshub live here: /,1
1537,here are the photos circulating purportedly of the damage in mexico city as a result of the earthquake  devastating  htt,infrastructure_and_utility_damage,eq_nonnum,RT @robbystarbuck: Here are the photos circulating purportedly of the damage in Mexico City as a result of the Earthquake. Devastating. htt,0
1538,amazing flight patterns over #houston as aircraft perform sar ops and survey the damage left by #harvey  #avgeek,infrastructure_and_utility_damage,noneq_nonnum,Amazing flight patterns over #Houston as aircraft perform SAR ops and survey the damage left by #Harvey. #AvGeek,0
1539,hurricane harvey  coldplay  mary j  blige postpone houston shows,other_relevant_information,noneq_nonnum,"Hurricane Harvey: Coldplay, Mary J. Blige Postpone Houston Shows",0
1540,mozambique reported its first confirmed death from cholera in the wake of cyclone idai  the number of reported cases has now doubled to 517  health workers say stagnant water  along with damaged water and sanitation systems  raise the risks of a major outbreak,injured_or_dead_people,noneq_num,"Mozambique reported its first confirmed death from cholera in the wake of Cyclone Idai. The number of reported cases has now doubled to 517. Health workers say stagnant water, along with damaged water and sanitation systems, raise the risks of a major outbreak.",0
1541,ecuador   canoa earthquake emergency relief fund,rescue_volunteering_or_donation_effort,eq_nonnum,Ecuador - Canoa Earthquake Emergency Relief Fund,0
1542,my thoughts with those affected by the fort mcmurray #wildfire   also concerned about what else 2016 might bring with these dry conditions,sympathy_and_support,noneq_nonnum,My thoughts with those affected by the Fort McMurray #wildfire - also concerned about what else 2016 might bring with these dry conditions,0
1543,over 600 people have been killed by cyclone idai across southern africa as floodwaters ease  the confirmed number of people killed in mozambique and neighboring zimbabwe and malawi climbed past 600  eight days after cyclone idai struck,injured_or_dead_people,noneq_num,Over 600 People Have Been Killed by Cyclone Idai Across Southern Africa As Floodwaters Ease: The confirmed number of people killed in Mozambique and neighboring Zimbabwe and Malawi climbed past 600. Eight days after Cyclone Idai struck,0
1544,prayers to all those who are suffering  #italyearthquake at least 120 dead following earthquake in italy,sympathy_and_support,eq_nonnum,RT @TheMikePrencipe: Prayers to all those who are suffering. #ItalyEarthquake ⚡ At least 120 dead following earthquake in Italy,0
1545,you know i understand if you need water or bread or baby formula  but sneakers,requests_or_urgent_needs,noneq_nonnum,You know I understand if you need water or bread or baby formula. But sneakers.,0
1546,latest article from  on u s  virgin islands sees significant damage from irma,infrastructure_and_utility_damage,noneq_nonnum,Latest article from @CNBC on U.S. virgin Islands sees significant damage from Irma.,0
1547,flood relief benefit friday at columbus,other_relevant_information,noneq_nonnum,Flood Relief Benefit — Friday At Columbus,0
1548,irma destroyed 25  of homes in the keys,infrastructure_and_utility_damage,noneq_nonnum,.@fema: Irma destroyed 25% of homes in the Keys.,0
1549,at least 233 people are dead from the 7.8 magnitude earthquake that hit ecuadors central coast  according to,injured_or_dead_people,eq_num,"At least 233 people are dead from the 7.8 magnitude earthquake that hit Ecuadors central coast, according to",1
1550,#mexico citys massive #earthquake leaves over 200 dead  heres how to help via,injured_or_dead_people,eq_num,RT @Cihuacohuatl: #Mexico City’s Massive #Earthquake Leaves Over 200 Dead: Here’s How to Help  via @voguemagazine,1
1551,the zimnat team is putting together relief packs to assist the cyclone idai victims #cycloneidai #cycloneidaiupdate #makinglifebetter,rescue_volunteering_or_donation_effort,noneq_nonnum,The Zimnat team is putting together relief packs to assist the Cyclone Idai victims #CycloneIdai #CycloneIdaiUpdate #MakingLifeBetter,0
1552,many buildings collapsed in ecuador earthquake  and death toll could increase past 233,injured_or_dead_people,eq_num,"RT @BostonGlobe: Many buildings collapsed in Ecuador earthquake, and death toll could increase past 233",1
1553,#talktoyourneighborabouttheweather unusually heavy rain in congo causes landslide  kills dozens   #climatechange,injured_or_dead_people,noneq_num,"#TalkToYourNeighborAboutTheWeather Unusually heavy rain in Congo causes landslide, kills dozens - #climatechange",0
1554,the new normal isnt an attention seeking catchphrase   its reality  in about a year  60  killed in #portugal  40  in north bay fires  and now another 50 in #greece  welcome to the era of firestorms    bbc news   greece #wildfires  at least 50 dead,injured_or_dead_people,noneq_num,"The New Normal” isn’t an attention-seeking catchphrase - it’s reality. In about a year, 60+ killed in #Portugal, 40+ in North Bay fires, and now another 50 in #Greece. Welcome to the era of firestorms. | BBC News - Greece #wildfires: At least 50 dead",0
1555,meet the #volunteers helping after #mexicos #earthquake,rescue_volunteering_or_donation_effort,eq_nonnum,Meet the #volunteers helping after #Mexico’s #earthquake:,0
1556,the british high commission building in wellington is closed after earthquake damage discovered   #eqnz,infrastructure_and_utility_damage,eq_nonnum,RT @WgtnCC: The British High Commission building in Wellington is closed after earthquake damage discovered . #eqnz,0
1557,riding along w  as they deliver sandbags to residents whos homes are threatened by #flooding  #irma #irmarecovery,other_relevant_information,noneq_nonnum,Riding along w @SeminoleSO as they deliver sandbags to residents whos homes are threatened by #flooding @MyNews13 #Irma #IrmaRecovery,0
1558,#earthquake   victims increase  we dig relentlessly #prayforitaly tweet about this hashtag show that humanity still exists  preghiamo,sympathy_and_support,eq_nonnum,"#Earthquake , victims increase, we dig relentlessly  #PrayForItaly tweet about this hashtag show that humanity still exists! Preghiamo!",0
1559,residential flood losses could be as high as $37b for #harvey  says   soaking wet big hit,infrastructure_and_utility_damage,noneq_nonnum,"Residential flood losses could be as high as $37B for #Harvey, says @ReutersBiz. Soaking wet big hit.",0
1560,earthquake in ecuador kills more than 230  president says,injured_or_dead_people,eq_num,"RT: @nytimesworld :Earthquake in ecuador kills more than 230, president says",1
1561,#floodsl  as per dmc stats this morning  the death toll from recent disasters stands at 206  while 92 people are still missing,injured_or_dead_people,noneq_num,"#FloodSL: As per DMC stats this morning, the death toll from recent disasters stands at 206, while 92 people are still missing",0
1562,at least two people have reportedly been killed following a powerful 7.5 magnitude earthquake in new zealand,injured_or_dead_people,eq_num,RT @sunriseon7: At least two people have reportedly been killed following a powerful 7.5 magnitude earthquake in New Zealand.,1
1563,fort lauderdale news search reviews  how 9 people died in the florida keys from hurricane irma  fort,injured_or_dead_people,noneq_num,Fort Lauderdale News Search Reviews (How 9 people died in the Florida Keys from Hurricane Irma) Fort  -,0
1564,powerful earthquake kills dozens in ecuador,injured_or_dead_people,eq_num,RT @WSJ: Powerful earthquake kills dozens in Ecuador,1
1565,latest  8 people are dead after hurricane #irma knocked out air conditioning at a by #abc via,injured_or_dead_people,noneq_num,LATEST: 8 people are dead after Hurricane #Irma knocked out air conditioning at a  by #ABC via @c0nvey,0
1566,#harvey a flash flood emergency  the highest level #flood alert  was issued for large parts of #houston area into predawn hours,caution_and_advice,noneq_nonnum,"#Harvey A flash flood emergency, the highest level #flood alert, was issued for large parts of #Houston area into predawn hours",0
1567,sending my sincere condolences to the victims and survivors of the #italyearthquake,other_relevant_information,eq_nonnum,RT @RepTerriSewell: Sending my sincere condolences to the victims and survivors of the #ItalyEarthquake,0
1568,texas devastation  one dead in texas as #hurricaneharvey stalls  sparking flood fears,injured_or_dead_people,noneq_num,"RT @AFP: Texas devastation. One dead in Texas as #HurricaneHarvey stalls, sparking flood fears",0
1569,rescue crews searched through rubble sunday for survivors of a magnitude 7.8 earthquake that struck coastal ecuador,rescue_volunteering_or_donation_effort,eq_nonnum,Rescue crews searched through rubble Sunday for survivors of a magnitude-7.8 earthquake that struck coastal Ecuador.,0
1570,update  death toll rises to 120 in 6.2 magnitude #italyearthquake,injured_or_dead_people,eq_num,UPDATE: death toll rises to 120 in 6.2 magnitude #ItalyEarthquake,1
1571,florida gov  rick scott orders an investigation into several nursing home deaths after irma,injured_or_dead_people,noneq_num,Florida Gov. Rick Scott Orders An Investigation Into Several Nursing Home Deaths After Irma,0
1572,video   tsunami hits new zealand after massive 7.8 earthquake strikes,caution_and_advice,eq_nonnum,RT @CovertAnonymous: [VIDEO]: Tsunami Hits New Zealand After Massive 7.8 Earthquake Strikes,0
1573,if youre stuck on a quirky picture book ms  ill critique it and it helps hurricane harvey victims  #kidlitcares,rescue_volunteering_or_donation_effort,noneq_nonnum,"If youre stuck on a quirky picture book ms, Ill critique it AND it helps Hurricane Harvey victims. #KidLitCares",0
1574,#ai and #ibmwatson contributes already to various areas of life and business,other_relevant_information,noneq_nonnum,#AI and #IBMWatson contributes already to various areas of life and business.,0
1575,top stories  ecuador earthquake  death toll jumps to 238  more than 1500 injured   cnn  cnnecuador earthquake  http,injured_or_dead_people,eq_num,RT @earthquakesfeed: Top Stories: Ecuador earthquake: Death toll jumps to 238; more than 1500 injured - CNN: CNNEcuador earthquake: http,1
1576,skaters hit quake damaged roads #kaikoura #eqnz,infrastructure_and_utility_damage,eq_nonnum,Skaters hit quake-damaged roads #Kaikoura #eqnz,0
1577,true health delivered supplies for the unidos por puerto rico initiative to provide support for those affected by hurricane irma and hurricane maria  puerto rico  we #unite for you  #unitedforpuertorico #truecares #donation #truehealth,rescue_volunteering_or_donation_effort,noneq_nonnum,"True Health delivered supplies for the Unidos Por Puerto Rico initiative to provide support for those affected by Hurricane Irma and Hurricane Maria. Puerto Rico, we #unite for you! #unitedforpuertorico #TrueCares #donation #TrueHealth",0
1578,puerto ricos hurricane death toll could rise as people remain stranded without medical attention  food,injured_or_dead_people,noneq_num,"Puerto Ricos hurricane death toll could rise as people remain stranded without medical attention, food",0
1579,opinion   the cruelest insult to harvey and irmas victims,other_relevant_information,noneq_nonnum,Opinion | The cruelest insult to Harvey and Irma’s victims,0
1580,26 people dead  including 19 children  one of the many costs of the corruption in #mexico  will this ever end,injured_or_dead_people,eq_num,"26 people dead, including 19 children, one of the many costs of the corruption in #Mexico. Will this ever end?",1
1581,help authors affected by hurricane irma by buying some of their books,other_relevant_information,noneq_nonnum,RT @BookRiot: Help authors affected by Hurricane Irma by buying some of their books:,0
1582,hurricane harvey has come to finish the job so far tonight the tornado sirens have come on twice and the cities flooding so thats cute,other_relevant_information,noneq_nonnum,hurricane harvey has come to finish the job so far tonight the tornado sirens have come on twice and the cities flooding so thats cute,0
1583,cyclone death toll surges as un steps up mozambique aid call,injured_or_dead_people,noneq_num,Cyclone death toll surges as UN steps up Mozambique aid call,0
1584,dear     can you please #share and #donate   52d#mexico needs #help after #s19 #earthquakemexico,rescue_volunteering_or_donation_effort,eq_nonnum,Dear @roger_shah @tiesto @arminvanbuuren @DashBerlin Can you please #share and #donate ? Ὁ5἟2἟D#Mexico needs #help after #S19 #EarthquakeMexico,0
1585,mexico earthquake death toll rises to 319  kabc entertainment,injured_or_dead_people,eq_num,Mexico earthquake death toll rises to 319 (KABC Entertainment),1
1586,get the latest information on hurricane harvey  which has now killed at least 18 people  here,injured_or_dead_people,noneq_num,Get the latest information on Hurricane Harvey--which has now killed at least 18 people--here:,0
1587,9 16 17 3:30pm #irma food dist  now  st  josephs 7th day adv  dairy rd  mel  our saviour cath  n atlantic  cb  bless sac  us1  cocoa psj,other_relevant_information,noneq_nonnum,"9/16/17|3:30PM|#Irma Food dist. now. St. Josephs 7th Day Adv, Dairy Rd. Mel; Our Saviour Cath, N Atlantic, CB; Bless Sac, US1, Cocoa/PSJ,",0
1588,dallas shelters on hold as high water traps hurricane harvey evacuees via,displaced_people_and_evacuations,noneq_nonnum,Dallas shelters on hold as high water traps Hurricane Harvey evacuees  via @dallasnews,0
1589,canada wildfire may give profit to certain businesses   fort mcmurray  a city in canada  was mostly destroyed f,infrastructure_and_utility_damage,noneq_nonnum,"Canada Wildfire May Give Profit To Certain Businesses - Fort McMurray, a city in Canada, was mostly destroyed f",0
1590,death toll from cyclone idai could spiral past a thousand in mozambique amid fears 500 000 survivors are at risk of fatal diseases and starving villagers resort to drinking from dirty puddles,injured_or_dead_people,noneq_num,"Death toll from Cyclone Idai could spiral past a thousand in Mozambique amid fears 500,000 survivors are at risk of fatal diseases and starving villagers resort to drinking from dirty puddles",0
1591,people moved toward the sea to escape the fire  but were trapped on the clifftop that lines the area along the sea  how the fires in mati  greece  spread a visual guide #prayforathens #prayforgreece #  #greece #  #hellas,injured_or_dead_people,noneq_num,"People moved toward the sea to escape the fire, but were trapped on the clifftop that lines the area along the sea. How the fires in Mati, Greece, spread – a visual guide  #PrayForAthens #PrayForGreece #Πυρκαγια @skaigr #Greece #Ελλαδα @skaigr #Hellas",0
1592,live  rescue efforts intensify as greece wildfires death toll rises via,injured_or_dead_people,noneq_num,LIVE: Rescue efforts intensify as Greece wildfires death toll rises  via @YouTube,0
1593,one of my friends  maria  died during the #italyearthquake    my thoughts are with her family  and her sister younger,injured_or_dead_people,eq_num,"RT @Tanya_Diaaz: One of my friends, Maria, died during the #ItalyEarthquake.. My thoughts are with her family, and her sister younger @aest",1
1594,sketch inspired after a tweet  did earlier about mexicos earthquake that took place and the special rescue team topos helping,rescue_volunteering_or_donation_effort,eq_nonnum,Sketch inspired after a tweet @jabuhusky did earlier about Mexicos earthquake that took place and the special rescue team Topos helping,0
1595,please send more help to #portarthur,requests_or_urgent_needs,noneq_nonnum,@POTUS PLEASE SEND MORE HELP TO #PortArthur,0
1596,learn from our children  slowly but surely puerto rico will be back    hurricane maria adios  now back to work,not_humanitarian,noneq_nonnum,"Learn from our children. Slowly but surely Puerto Rico will be Back!!! Hurricane Maria Adios, now back to work!!!",0
1597,no hurricane can do more damage to puerto rico than what the democrats have done to that country,infrastructure_and_utility_damage,noneq_nonnum,RT @trumpquility1: No Hurricane can do more damage to Puerto Rico than what the Democrats have done to that Country!,0
1598,#italyearthquake  aftershocks hampering rescue efforts  death toll hits 250,injured_or_dead_people,eq_num,"RT @savechildrenaus: #ItalyEarthquake: Aftershocks hampering rescue efforts, death toll hits 250",1
1599,forget victims of louisianas flood  or 2 sec tweets condolences to #italyearthquake  #hillary show me the cash,sympathy_and_support,eq_nonnum,"@CNNPolitics @danmericaCNN Forget victims of Louisianas flood, or 2 sec tweets condolences to #ItalyEarthquake. #Hillary Show Me The Cash!",0
1600,wildfire kills at least 60 near athens  families embrace as flames close in #greece #news,injured_or_dead_people,noneq_num,"Wildfire kills at least 60 near Athens, families embrace as flames close in  #Greece #news",0
1601,massive earthquake destroys whole town leaving at least 63 dead #italyearthquake,injured_or_dead_people,eq_num,RT @Daily_Express: Massive earthquake DESTROYS whole town leaving at least 63 dead #Italyearthquake,1
1602,everything is destroyed  state of emergency in ecuador after earthquake  more than 77 dead,injured_or_dead_people,eq_num,"RT @nbcchicago: Everything is destroyed: State of emergency in Ecuador after earthquake, more than 77 dead  :",1
1603,413 killed by earthquake in ecuador believe that the figure may aumentar y 319 aftershocks,injured_or_dead_people,eq_num,413 killed by earthquake in Ecuador believe that the figure may aumentar.y 319 aftershocks,1
1604,help victims of hurricane maria breaking199,rescue_volunteering_or_donation_effort,noneq_nonnum,Help victims of Hurricane Maria – Breaking199,0
1605,interesting analysis on todays m7.5 quake by    largest nz #earthquake since 2009   2 quakes not 1 #eqnz,other_relevant_information,eq_nonnum,Interesting analysis on todays M7.5 quake by @geonet - Largest NZ #earthquake since 2009 - 2 quakes not 1  #eqnz,0
1606,greek official claims illegal construction contributed to spread of deadly wildfires via  # #wildfires #solidarity #mati #europe #athens #greecefires #ellas # # #rescue,other_relevant_information,noneq_nonnum,Greek official claims illegal construction contributed to spread of deadly wildfires  via @nypost #Πυρκαγια #wildfires #solidarity #Mati #europe #Athens #Greecefires #Ellas #Ελλαδα #φωτια #RESCUE,0
1607,the first six canadian red cross volunteers from the maritimes are off to #alberta to help with wildfire relief,rescue_volunteering_or_donation_effort,noneq_nonnum,The first six Canadian Red Cross volunteers from the Maritimes are off to #Alberta to help with wildfire relief.,0
1608,just in  ecuador government  death following saturdays powerful magnitude 7.8 earthquake has risen to at least 413,injured_or_dead_people,eq_num,RT @NBCNightlyNews: JUST IN: Ecuador government: Death following Saturdays powerful magnitude 7.8 earthquake has risen to at least 413.,1
1609,residents in wellington mayve witnessed a luminous phenomenon during this mornings quakes #eqnz,other_relevant_information,eq_nonnum,Residents in Wellington mayve witnessed a luminous phenomenon during this mornings quakes  #eqnz,0
1610,#ecuadorearthquake of 7.8 magnitude kills dozens,injured_or_dead_people,eq_num,RT @MariaLuisaMoreo: #EcuadorEarthquake of 7.8 magnitude kills dozens,1
1611,update  at least 41 dead in ecuador following magnitude 7.8 earthquake via,injured_or_dead_people,eq_num,UPDATE: At least 41 dead in Ecuador following magnitude 7.8 earthquake  via @whnt,1
1612,pray for #ecuador #ecuadorearthquake,sympathy_and_support,eq_nonnum,RT @StephensManCave: Pray for #Ecuador #EcuadorEarthquake,0
1613,thanks to the  for the ride today as we visited victoria  rockport  and the aransas co  areas hit by #harvey,other_relevant_information,noneq_nonnum,"Thanks to the @USMC for the ride today as we visited Victoria, Rockport, &amp; the Aransas Co. areas hit by #Harvey.",0
1614,key west live  boy saves pup from irma as death toll rises keys to 12,injured_or_dead_people,noneq_num,Key West Live! Boy saves pup from IRMA as death toll rises KEYS to 12,0
1615,please  if you do a coverage of mexicos earthquake  dont forget to mention people outside mexico can donate too,rescue_volunteering_or_donation_effort,eq_nonnum,"@BBC @ABC @CNN please, if you do a coverage of Mexicos earthquake, dont forget to mention people outside Mexico can donate too",0
1616,please donate to and help those in mexico who are currently in need or your help due to the earthqua,rescue_volunteering_or_donation_effort,eq_nonnum,RT @flickerjy: please donate to  and help those in Mexico who are currently in need or your help due to the earthqua,0
1617,fort mcmurray wildfire  red cross to give $50m  alberta to give $100m in emergency funding #ymmfire,rescue_volunteering_or_donation_effort,noneq_nonnum,"RT @GlobalEdmonton: Fort McMurray wildfire: Red Cross to give $50M, Alberta to give $100M in emergency funding #ymmfire",0
1618,think fort mcmurray wildfire damages are covered by home insurance  #ymmfire #fortmcmurray,other_relevant_information,noneq_nonnum,RT @1SQ1: Think Fort McMurray wildfire damages are covered by home insurance?  #ymmfire #FortMcMurray,0
1619,when the chips are down eat british marmite sandwiches and chip shop curry sauce  but not together   thankfully have supplies both   #eqnz,not_humanitarian,eq_nonnum,When the chips are down eat British Marmite sandwiches and chip-shop curry sauce (but not together). Thankfully have supplies both . #eqnz,0
1620,#ecuador  we are standing with you in this difficult time  our hearts and thoughts go out to all those affected by the,sympathy_and_support,eq_nonnum,"RT @freethechildren: #Ecuador, we are standing with you in this difficult time. Our hearts and thoughts go out to all those affected by the",0
1621,10 year old girl pulled alive from rubble after being trapped for 17 hours #italyearthquake,rescue_volunteering_or_donation_effort,eq_nonnum,RT @khjelmgaard: 10-year-old girl pulled alive from rubble after being trapped for 17 hours  #ItalyEarthquake,0
1622,the #un has said the final casualty figure after #cycloneidai tore through southern #africa will only be known once the flood waters have receded  the new figure puts the overall death toll at about 700 people across #mozambique  #zimbabwe and #malawi,injured_or_dead_people,noneq_num,"The #UN has said the final casualty figure after #CycloneIdai tore through southern #Africa will only be known once the flood waters have receded. The new figure puts the overall death toll at about 700 people across #Mozambique, #Zimbabwe and #Malawi.",0
1623,praying for mexico and all those affected by the earthquake  estoy mandando mi amor  cuidense por favor  un grande abr,sympathy_and_support,eq_nonnum,RT @thekatiestevens: Praying for Mexico and all those affected by the earthquake. estoy mandando mi amor. Cuidense por favor! un grande abr,0
1624,in mexico they are making a big difference as a core element of the earthquake relief efforts,rescue_volunteering_or_donation_effort,eq_nonnum,@cblatts In Mexico they are making a big difference as a core element of the earthquake relief efforts,0
1625,you can help my country by making a donation  please donate now  #prayforecuador   anto,requests_or_urgent_needs,eq_nonnum,RT @AllUpdates1D: You can help my country by making a donation! Please donate now!  #PrayForEcuador - Anto,0
1626,florida heat wave kills seniors post hurricane irma    #wapo #nyt,injured_or_dead_people,noneq_num,Florida Heat Wave Kills Seniors post Hurricane Irma. -  #wapo #nyt @latimes @cnn,0
1627,greece wildfires  authorities blamed for high death toll   the guardian,injured_or_dead_people,noneq_num,RT @intlGR: Greece wildfires: authorities blamed for high death toll - The Guardian,0
1628,hurricane harvey has been downgraded to a tropical storm but it has caused destruction across texas   reports sat0197,infrastructure_and_utility_damage,noneq_nonnum,Hurricane Harvey has been downgraded to a tropical storm but it has caused destruction across Texas. @WeijiaJiangTV reports SAT0197.,0
1629,10  of the profits from my #london festival will be donated to the #flood victims in makurdi   mr  eazi,rescue_volunteering_or_donation_effort,noneq_nonnum,10% of the profits from my #London festival will be donated to the #flood victims in Makurdi - Mr. Eazi,0
1630,un says  hurricane matthew has left haiti with its largest humanitarian crisis since the 2010 earthquake,other_relevant_information,noneq_nonnum,"RT @LatAmGoesGlobal: UN says, Hurricane Matthew has left Haiti with its largest Humanitarian crisis since the 2010 earthquake.",0
1631,sending my love and prayers to the people affected by the earthquake and to the people that lost their loved ones  #pra,sympathy_and_support,eq_nonnum,RT @dornanjohnsonn: Sending my love and prayers to the people affected by the earthquake and to the people that lost their loved ones. #Pra,0
1632,#update  officials say 8 patients now dead after #florida nursing home left with no a c following #irma,injured_or_dead_people,noneq_num,#UPDATE: Officials say 8 patients now dead after #Florida nursing home left with no A/C following #Irma,0
1633,easiest way to help #fortmacfire is text redcross to 30333   donate 5$ on your next phone bill   help save #ymm,rescue_volunteering_or_donation_effort,noneq_nonnum,RT @ryanking46: Easiest way to help #FortMacFire is text REDCROSS to 30333 - Donate 5$ on your next phone bill - Help save #Ymm .,0
1634,earthquake kills dozens in central mexico via,injured_or_dead_people,eq_num,RT @Sky1876Online: Earthquake kills dozens in central Mexico  via @sky1876online,1
1635,earthquake death toll rises to 318 including 180 in mexico city  still lots of people unaccounted for #earthquakemexico,injured_or_dead_people,eq_num,"RT @ninalakhani: Earthquake death toll rises to 318 including 180 in Mexico City, still lots of people unaccounted for #EarthquakeMexico",1
1636,death toll rises as hurricane maria swamps caribbean read more  #news,injured_or_dead_people,noneq_num,Death toll rises as Hurricane Maria swamps Caribbean Read more:  #news,0
1637,mexico earthquake  strongest in a century  kills dozens,injured_or_dead_people,noneq_num,"Mexico Earthquake, Strongest in a Century, Kills Dozens",0
1638,one more fire victim dies in hospital  death toll increases to 95 death toll in athens wildfires rose to 95 on monday after one more fire victim died in hospital in athens  the latest victim is a 63 year old man in kat hospital,injured_or_dead_people,noneq_num,"One more fire victim dies in hospital, death toll increases to 95  Death toll in Athens wildfires rose to 95 on Monday after one more fire victim died in hospital in Athens. The latest victim is a 63-year-old man in KAT hospital",0
1639,80 dead as the worst ever wildfires ravage the greater athens area  attica region  hard times create strong men and the golden dawn has been helping in the fight putting out fires and distributing necessary supplies to those affected   #prayforgreece #attica #athens,injured_or_dead_people,noneq_num,"80 dead as the worst ever wildfires ravage the greater Athens area, Attica region. Hard times create strong men &amp; the Golden Dawn has been helping in the fight — putting out fires &amp; distributing necessary supplies to those affected. @IliasKasidiaris #prayforGreece #attica #athens",0
1640,mexico earthquake  tremors trigger volcanic eruption as at least 20 children among 248 dead aft,injured_or_dead_people,eq_num,Mexico earthquake: Tremors trigger volcanic eruption as at least 20 children among 248 dead aft,1
1641,evacuations underway in florida as irma approaches,displaced_people_and_evacuations,noneq_nonnum,Evacuations underway in Florida as Irma approaches,0
1642,750 000 #earthquake dead in last 20 years #japanearthquake #ecuadorearthquake #switch2sendai h,injured_or_dead_people,eq_num,"RT @RobertGlasserUN: 750,000 #earthquake dead in last 20 years #JapanEarthquake #EcuadorEarthquake #switch2sendai  h",1
1643,our prayers are with the people of puerto rico as they deal with the devastation caused by hurricane maria  #unitedforpuertorico,sympathy_and_support,noneq_nonnum,Our prayers are with the people of Puerto Rico as they deal with the devastation caused by Hurricane Maria. #UnitedForPuertoRico,0
1644,buzi district in #mozambique was one was of the hardest hit areas by #cycloneidai  and for the detainees at buzi prison  which was also flooded  one of their main concerns was for the safety of their loved ones  our team helped them contact their families by phone,sympathy_and_support,noneq_nonnum,"Buzi district in #Mozambique was one was of the hardest-hit areas by #CycloneIdai. And for the detainees at Buzi prison, which was also flooded, one of their main concerns was for the safety of their loved ones. Our team helped them contact their families by phone.",0
1645,hurricane maria hit puerto rico last week  creating a dire health situation  injuries and chronic disease outbreaks,injured_or_dead_people,noneq_num,"Hurricane Maria hit Puerto Rico last week, creating a dire health situation; injuries and chronic disease outbreaks:",0
1646,earthquake in turkey and greece leaves at least two dead in kos,injured_or_dead_people,noneq_num,Earthquake in Turkey and Greece leaves at least two dead in Kos 😭,0
1647,#ecuadorearthquake you may also donate through #usfq,rescue_volunteering_or_donation_effort,eq_nonnum,#EcuadorEarthquake you may also donate through #USFQ,0
